utt_id,text,audio_file
6454-93938-0030,I WAS NOW HEADING FOR THE STATION OVER THE TIES AND WAS SURPRISED TO SEE FRED CULLEN WITH LORD RALLES ON THE TRACKS UP BY THE SPECIAL FOR MY MIND HAD BEEN SO BUSY IN THE LAST HOUR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0030.wav
83-9960-0007,MY COMRADE WILL ENTER THE OTHER VEHICLE WITH HER AND MY WIFE WILL COME BACK HERE TO TELL US IT'S DONE AS FOR THE YOUNG LADY NO HARM WILL BE DONE TO HER,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0007.wav
481-123719-0017,IN THOSE FLIGHTS INTO THE SUBLIME AND THE BEAUTIFUL THOUGH IT WAS FANTASTIC LOVE THOUGH IT WAS NEVER APPLIED TO ANYTHING HUMAN IN REALITY YET THERE WAS SO MUCH OF THIS LOVE THAT ONE DID NOT FEEL AFTERWARDS EVEN THE IMPULSE TO APPLY IT IN REALITY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0017.wav
3242-8112-0003,THEN SHE SMILED AT QUILLAN MAJOR SHE SAID HOW ABOUT A TINY LITTLE REFILL ON THAT PUYA ABOUT HALF QUILLAN TOOK CARE OF THE TINY LITTLE REFILL COMMISSIONER TATE SAID BY THE WAY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk020\3242-8112-0003.wav
6019-3185-0096,FOR THE FOOTSTEPS WERE VERY DIFFERENT IN OUTLINE FROM HIS AND SMALLER FOR AARON WAS A MAN OF COLOSSAL BUILD,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk016\6019-3185-0096.wav
4267-287369-0027,AND THE CAMPFIRE BURNED STEADILY ALL AT ONCE THERE WAS A CRASH AS IF THE VERY MOUNTAIN HAD SPLIT ASUNDER AND THE ADVENTURERS SAW A GREAT BALL OF PURPLE BLUISH FIRE SHOOT DOWN,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk010\4267-287369-0027.wav
4267-287369-0008,THAT HAD BEEN BUILT ONLY AFTER HARD LABOR BUT HE KNEW HE COULD ACCOMPLISH NOTHING BY WORRYING AND HE TRIED TO DISMISS THE MATTER FROM HIS MIND,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk010\4267-287369-0008.wav
2007-132570-0022,FOR SAYS I WHEN THE ENEMY COMES WHAT A PRETTY FIGURE THEY WILL CUT IF THEY ARE TO FALL DOWN IN FITS ALL OF A ROW THE ENEMY WON'T BE SO CIVIL PERHAPS AS TO WALK OFF LIKE THE GHOST AND LEAVE THEM TO HELP ONE ANOTHER UP,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk014\2007-132570-0022.wav
83-9960-0036,HE POSSESSES LIBERTY IT WAS A LARGE SOU OF THIS SORT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0036.wav
1246-124550-0002,A FREE SUNDAY IT DID NOT APPEAR THAT THE GREAT WORLD NEEDED HER INSPIRATION BUT SHE FELT THAT HER LETTERS HER CONTACT WITH THE ANXIETIES OF MEN AND WOMEN ALL OVER THE COUNTRY WERE A PART OF VAST AFFAIRS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk003\1246-124550-0002.wav
5652-19215-0012,AS FOR THE FIVE HUNDRED AND EIGHTY THOUSAND FRANCS THEY CONSTITUTED A LEGACY BEQUEATHED TO COSETTE BY A DEAD PERSON WHO DESIRED TO REMAIN UNKNOWN THE ORIGINAL LEGACY HAD CONSISTED OF FIVE HUNDRED AND NINETY FOUR THOUSAND FRANCS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0012.wav
1116-137572-0020,BUILDS UP A HABIT OF FIGHTING THAT MAY LEAD TO A BITTER END IT IS USELESS TO DISCOVER WHO CAN WIN IN ANY PARTICULAR SKIRMISH WHAT IS IMPORTANT IS TO LEARN WHETHER ONE OF YOU IS SET ON BEING HEAD OF THE HOUSE IF YOUR SPOUSE CRAVES THAT DISTINCTION BY ALL MEANS HAND IT OVER WITHOUT DELAY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk004\1116-137572-0020.wav
4267-287369-0014,FROM A HIGH PEAK I CAUGHT A GLIMPSE OF ONE WORKING THIS WAY ACROSS THE MOUNTAINS THEN WE'D BETTER FASTEN THE TENT WELL DOWN CALLED TOM WE DON'T WANT IT TO BLOW AWAY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk010\4267-287369-0014.wav
5104-33407-0019,SURELY LUCK HAS BROUGHT US ALSO TO A NEW COUNTRY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk019\5104-33407-0019.wav
298-126791-0014,THE ANGEL I SAW MAY BE A DAUGHTER A SISTER OR A NIECE BUT NEVER AN AUNT HUSH GEORGE HUSH YOUR TALKING HAS BROUGHT YOUR PULSE UP AGAIN YOU MUST OBSERVE QUIET AND PREPARE FOR A MEETING WITH YOUR OWN SISTER WHO WILL BE HERE WITHIN AN HOUR WHAT ISABELLA AND WHO SENT FOR HER,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk008\298-126791-0014.wav
5789-70653-0034,HE WAS STILL CURSING HIMSELF FURIOUSLY BEHIND THE MASK OF CONVENTIONAL SOLICITUDE THAT HE TURNED TO THE LADY WHEN HE HAD ATTENDED HER TO THE HOUSE AND SEEN HER SINK UPON A COUCH IN THE MORNING ROOM,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk012\5789-70653-0034.wav
2007-132570-0054,FOR THOUGH YOUR REPENTANCE WOULD PUT AN IMMEDIATE END TO OPPOSITION IT WOULD NOT NOW APPEASE MY INDIGNATION I WILL HAVE VENGEANCE AS WELL AS JUSTICE ANOTHER GROAN FILLED THE PAUSE WHICH MONTONI MADE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk014\2007-132570-0054.wav
481-123719-0011,IT IS WORTH NOTING THAT THESE ATTACKS OF THE SUBLIME AND THE BEAUTIFUL VISITED ME EVEN DURING THE PERIOD OF DISSIPATION AND JUST AT THE TIMES WHEN I WAS TOUCHING THE BOTTOM THEY CAME IN SEPARATE SPURTS AS THOUGH REMINDING ME OF THEMSELVES,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0011.wav
4088-158077-0001,WE WERE FACE TO FACE WITH THE QUESTION WHICH WE HAD CONSIDERED AT THE CONVENTION THE PREVIOUS MONTH WHEN WAR WAS RUMORED AS TO WHAT POSITION WE AS AN ORGANIZATION SHOULD TAKE IN THIS SITUATION THE ATMOSPHERE OF THAT CONVENTION HAD BEEN DRAMATIC IN THE EXTREME,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk015\4088-158077-0001.wav
6019-3185-0110,TRUE THEY WERE BIGOTED IN A DEGREE WHICH INDICATED FEEBLENESS OF INTELLECT BUT THAT WOUNDED NO MAN IN PARTICULAR WHILE TO MANY IT RECOMMENDED THEM TRUE THEIR CHARITY WAS NARROW AND EXCLUSIVE BUT TO THOSE OF THEIR OWN RELIGIOUS BODY IT EXPANDED MUNIFICENTLY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk016\6019-3185-0110.wav
5104-33407-0039,THEN THEY SAW THE GRAPES AND TASTED THEM SURELY YOU MUST HAVE PLUNDERED ASGARD THEY SAID SMACKING THEIR LIPS AT THE FEAST THAT NIGHT ERIC SAID LEIF SHALL SIT IN THE PLACE OF HONOR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk019\5104-33407-0039.wav
6019-3185-0021,MISTER WYNDHAM'S SUCCESSION TO THE VAST FAMILY ESTATES IS INEVITABLE AND PROBABLY NEAR AT HAND MEANTIME HE IS ANXIOUS FOR SOME ASSISTANCE IN HIS STUDIES INTELLECTUALLY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk016\6019-3185-0021.wav
5789-70653-0002,THE COURT WAS HELD IN A LONG UNFURNISHED ROOM LATELY BUILT ONTO THE HOTEL AND INTENDED TO SERVE AS A BALL ROOM OR CONCERT HALL A REGIMENT OF REPORTERS WAS ENTRENCHED IN THE FRONT SEATS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk012\5789-70653-0002.wav
83-9960-0015,MARIUS HAD SUFFICIENT STRENGTH OF MIND TO REVIEW IN SUCCESSION ALL THE MOST HEART BREAKING CONJECTURES SEEKING HOPE AND FINDING NONE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0015.wav
1246-124550-0027,SHE FOUND THE SAME FAITH NOT ONLY IN GIRLS ESCAPED FROM DOMESTICITY BUT ALSO IN DEMURE OLD LADIES WHO TRAGICALLY DEPRIVED OF ESTEEMED HUSBANDS AND HUGE OLD HOUSES,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk003\1246-124550-0027.wav
4088-158077-0090,CHAMP CLARK AND HIS THRONG WERE NOT MOLESTED THE WOMEN WITH PRACTICALLY A DESERTED STREET WERE ARRESTED AND SERVED JAIL TERMS FOR OBSTRUCTING TRAFFIC THE TRIAL OF THIS GROUP WAS DELAYED TO GIVE THE JAIL AUTHORITIES TIME TO VACATE AND TIDY UP,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk015\4088-158077-0090.wav
5778-54535-0021,HE ALWAYS WAS AS POLITE TO HER AS IF SHE WERE THE EMPEROR'S WIFE THE MAJOR WORKED TOO HARD ON THE GREAT RAILWAY AND DIED BEFORE JAMES WAS FIFTEEN,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0021.wav
481-123719-0024,AND YET YOU ARE RIGHT IT REALLY IS VULGAR AND CONTEMPTIBLE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0024.wav
5778-54535-0005,BUT HE TOLD THE BOYS TO BE GOOD AND TO MIND THEIR MOTHER THESE BOYS WERE NAMED JAMES MC NEILL WILLIAM AND CHARLES THEIR MOTHER WAS A FINE WOMAN BUT SOMETIMES THEY WISHED SHE WOULD NOT BE QUITE SO STRICT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0005.wav
4088-158077-0072,IN ITS FIGHT FOR DEMOCRACY THREE THOUSAND MILES AWAY THIS WAS TOO DREADFUL A FLURRY AT THE GATES OF THE CHIEF OF THE NATION AT SUCH A TIME WOULD NEVER DO OUR ALLIES IN THE CRUSADE FOR DEMOCRACY MUST NOT KNOW THAT WE HAD A DAY BY DAY UNREST AT HOME,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk015\4088-158077-0072.wav
481-123719-0020,MUCH THAT WAS SUBLIME AND BEAUTIFUL SOMETHING IN THE MANFRED STYLE EVERYONE WOULD KISS ME AND WEEP,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0020.wav
4397-15666-0025,THEY ARE COVERED WITH COMMON SUNSHINE DOWN HERE ON THE BANKS OF THE JORDAN LARKS AND REDWINGS ARE SWINGING ON THE RUSHES THE BALMY AIR IS INSTINCT WITH IMMORTAL LIFE THE WILD FLOWERS THE GRASS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0025.wav
5104-33407-0008,HE PUT ON LONG TIGHTS OF BLUE WOOL AND A SHORT JACKET OF BLUE VELVET HE BELTED HIS JACKET WITH A GOLD GIRDLE HE HAD SHOES OF SCARLET WITH GOLDEN CLASPS HE THREW AROUND HIMSELF A CAPE OF SCARLET VELVET,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk019\5104-33407-0008.wav
2007-132570-0031,BUT PRAY BE SECRET MA'AM THAT HIS EXCELLENZA INTRODUCED HER ONLY TO IMPOSE UPON THE WORLD THAT HAD BEGUN TO MAKE FREE WITH HER CHARACTER SO WHEN PEOPLE SAW MY LADY NOTICE HER THEY THOUGHT WHAT THEY HAD HEARD MUST BE SCANDAL,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk014\2007-132570-0031.wav
6454-93938-0015,AS ONLY WESTERN HORSES WILL STAND IT DIDN'T TAKE ME LONG TO HAVE THOSE BRIDLES BACK IN PLACE AND AS I TOSSED EACH OVER THE PEAK OF THE MEXICAN SADDLE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0015.wav
6019-3185-0089,GOLD REPEATERS MASSY PLATE GOLD SNUFF BOXES UNTOUCHED THAT ARGUMENT CERTAINLY WEIGHED MUCH IN HIS FAVOR AND YET AGAIN IT WAS TURNED AGAINST HIM FOR A MAGISTRATE ASKED HIM HOW HE HAPPENED TO KNOW ALREADY THAT NOTHING HAD BEEN TOUCHED,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk016\6019-3185-0089.wav
4898-20016-0035,ROSE HIGH AND LOUD WHILE A GREAT THUNDERING AT THE FRONT DOOR OF THE CHURCH ANNOUNCED THAT THE PEOPLE BELOW HAD ALSO CAUGHT THE SOUND OF THE MUSIC AND WERE CLAMOROUS FOR ADMISSION,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0035.wav
6454-93938-0033,AFRAID TO SHOUT ANYTHING WHICH SHOULD CONVEY THE SLIGHTEST CLUE AS TO THE WHEREABOUTS OF THE LETTERS AS THE NEXT BEST THING I PULLED A COUPLE OF OLD SECTION REPORTS FROM MY POCKET,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0033.wav
1246-124550-0006,THE WOMAN WAS MYSTERY ROMANCE A STORY WHICH TOLD ITSELF DIFFERENTLY EVERY DAY NOW SHE WAS A MURDERESS NOW THE NEGLECTED WIFE OF AN AMBASSADOR IT WAS MYSTERY WHICH CAROL HAD MOST LACKED IN GOPHER PRAIRIE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk003\1246-124550-0006.wav
4267-287369-0016,WE WILL BE IN GRAVE DANGER THE FACT THAT THE SCIENTIST HAD NOT ALWAYS MADE CORRECT PREDICTIONS WAS NOT NOW CONSIDERED BY HIS HEARERS AND TOM AND THE TWO MEN GAZED AT MISTER PARKER IN SOME ALARM,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk010\4267-287369-0016.wav
5104-33407-0045,AND THORBIORN HIMSELF WAS RICH WHEN OUR FATHER KNEW HIM AND WAS MUCH HONORED BY ALL MEN BUT ILL LUCK CAME AND HE GREW POOR THIS HURT HIS PRIDE I WILL NOT STAY IN ICELAND AND BE A BEGGAR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk019\5104-33407-0045.wav
3242-8112-0032,RIGHT HE THOUGHT ABOUT THAT AND THEN LOCATED ANOTHER MOVING PLASMOID,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk020\3242-8112-0032.wav
4898-20016-0027,AND DROVE ROUND INTO THE SQUARE TO THE SHOP OF NATHAN STODDARD THERE IS MUSIC TO DAY IN OUR CHURCH NATHAN HE CRIED TO THE YOUNG SADDLER WHAT CAN IT MEAN BUT NATHAN ANSWERED NOT A WORD HE CAUGHT THE HORSE BY THE HEAD,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk006\4898-20016-0027.wav
4088-158077-0052,FOOD CONSERVATION OR WHAT NOT WOMEN FROM UNEX PECTED QUARTERS SENT TO THE GOVERNMENT THEIR PROTEST AGAINST THE PASSAGE OF MEASURES SO VITAL TO WOMEN WITHOUT WOMEN'S CONSENT COUPLED WITH AN APPEAL FOR THE LIBERATION OF WOMEN,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk015\4088-158077-0052.wav
1246-124550-0037,THAT AMIABLE CONTEMPT CALLED POISE HER GLIMPSE OF TASKS INVOLVING MILLIONS OF PEOPLE AND A SCORE OF NATIONS REDUCED MAIN STREET FROM BLOATED IMPORTANCE TO ITS ACTUAL PETTINESS SHE COULD NEVER AGAIN BE QUITE SO AWED BY THE POWER,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk003\1246-124550-0037.wav
3242-8112-0013,THEY'VE ALL BEEN TOLD WE'RE HEADING FOR A NEW GOLDEN AGE COURTESY OF THE PLASMOID SCIENCE PRACTICALLY EVERYBODY HAS BELIEVED IT NOW THERE'S CONSIDERABLE DOUBT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk020\3242-8112-0013.wav
1116-137572-0053,PRODUCING A RESPONSE IN KIND THAT TAKES AWAY THE ABILITY TO THINK OF ANYTHING EXCEPT RETALIATION NINE WILLINGNESS TO GROW IS THE MOST NECESSARY FACTOR FOR SUCCESS MARRIAGE IS A LIFE PROGRAM OF GOING ON TOGETHER THAT REQUIRES MATURITY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk004\1116-137572-0053.wav
83-9960-0039,THAT YOU CAN MAKE ME WRITE WHAT I DO NOT CHOOSE TO WRITE THAT YOU CAN MAKE ME SAY WHAT I DO NOT CHOOSE TO SAY HE STRIPPED UP HIS LEFT SLEEVE AND ADDED SEE HERE,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0039.wav
298-126791-0049,FRANCES HASTENED INSTANTLY TO COMMUNICATE HIS WISH TO THAT GENTLEMAN AND IMPELLED BY AN INTEREST SHE COULD NOT CONTROL SHE RETURNED AGAIN TO HER SEAT BY THE SIDE OF MISS SINGLETON LAWTON SAID THE YOUTH IMPATIENTLY AS THE TROOPER ENTERED HEAR YOU FROM THE MAJOR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk008\298-126791-0049.wav
481-123719-0023,BUT WHY IS IT CONTEMPTIBLE CAN YOU IMAGINE THAT I AM ASHAMED OF IT ALL AND THAT IT WAS STUPIDER THAN ANYTHING IN YOUR LIFE GENTLEMEN AND I CAN ASSURE YOU THAT SOME OF THESE FANCIES WERE BY NO MEANS BADLY COMPOSED,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0023.wav
1246-124550-0018,INDEED HER ONLY RECOGNIZED POSITION WAS AS AN ABLE ADDRESSER OF ENVELOPES BUT SHE WAS CASUALLY ADOPTED BY THIS FAMILY OF FRIENDLY WOMEN WHO WHEN THEY WERE NOT BEING MOBBED OR ARRESTED TOOK DANCING LESSONS OR WENT PICNICKING UP THE CHESAPEAKE CANAL,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk003\1246-124550-0018.wav
6019-3185-0055,SHE IT WAS WHOM HE LOVED AND HAD LOVED FOR YEARS WITH THE WHOLE ARDOR OF HIS ARDENT SOUL SHE IT WAS FOR WHOM OR AT WHOSE COMMAND HE WOULD WILLINGLY HAVE DIED EARLY HE HAD FELT THAT IN HER HANDS LAY HIS DESTINY,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk016\6019-3185-0055.wav
1116-137572-0001,HIS BEAMING FACE MASKS A STIFF DETERMINATION TO KEEP HIS BRIDE HAPPY IN SPITE OF ANY WORLDLY OBSTACLES HER RADIANCE HIDES A SOLEMN INWARD VOW TO DO EVERYTHING HUMANLY POSSIBLE TO MAKE SMOOTH THE WAY OF THEIR LIFE TOGETHER THEY ARE RIGHT,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk004\1116-137572-0001.wav
4397-15666-0003,WITH BILLOWS OF DUST AND SAND,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0003.wav
6147-34606-0030,IT WAS HE WHO INVENTED THE ATHLETE'S ADMIRABLE RULES,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk018\6147-34606-0030.wav
5778-54535-0000,HE MEANT TO HAVE IT ONE OF THE BEST IN THE WORLD SO HE CALLED AN OFFICER INTO HIS COUNCIL CHAMBER AND SAID NOW TAKE PLENTY OF TIME TO LOOK ABOUT IN THE DIFFERENT COUNTRIES HAVE ALL THE MEN YOU WANT TO HELP YOU,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk001\5778-54535-0000.wav
6147-34606-0025,AND FROM HIS OWN MOUTH FILLED WITH WATER BLOWING A FINE RAIN INTO HIS EYES AND EARS A THING WHICH REANIMATES EVEN A DYING MAN IF HE WAS REFEREE HE SAW THAT THERE WAS NO FOUL PLAY PREVENTED ANY ONE WHOSOEVER HE MIGHT BE FROM ASSISTING THE COMBATANTS EXCEPTING THE SECONDS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk018\6147-34606-0025.wav
4397-15666-0005,POLITICS AND RELIGION ABOUT AN HOUR BEFORE THE STORM REACHED THE CITY I WAS SO FORTUNATE AS TO BE OUT WITH A FRIEND ON THE BANKS OF THE JORDAN ENJOYING THE SCENERY CLOUDS WITH PECULIARLY RESTLESS AND SELF CONSCIOUS GESTURES,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0005.wav
5652-19215-0033,I GRANT TO THIS AGE THE DEVICE DIRTY CLEANLINESS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0033.wav
83-9960-0052,THENARDIER RAPIDLY UNFOLDED THE PAPER AND HELD IT CLOSE TO THE CANDLE IT'S IN EPONINE'S HANDWRITING THE DEVIL HE MADE A SIGN TO HIS WIFE WHO HASTILY DREW NEAR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk009\83-9960-0052.wav
3242-8112-0015,SO ANY ONE OF UMPTEEN THOUSANDS OF ORGANIZATIONS IN THE HUB MIGHT BE THE ONE THAT HAS THAT PLASMOID NOW INCLUDING SAID HOLATI ANY ONE OF THE TWO HUNDRED AND FOURTEEN RESTRICTED WORLDS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk020\3242-8112-0015.wav
5789-70653-0006,PROCEEDED TO DRAW AN ACCOUNT OF THE LAST OCCASION ON WHICH SHE HAD SEEN HER HUSBAND ALIVE MISSUS MANDERSON WAS TAKEN THROUGH HER EVIDENCE BY THE CORONER,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk012\5789-70653-0006.wav
481-123719-0008,BUT THE GREAT THING WAS THAT IT SHOULD BE ALL READY FOR ME WOULD RISE UP BEFORE ME AND I SHOULD COME OUT INTO THE LIGHT OF DAY ALMOST RIDING A WHITE HORSE AND CROWNED WITH LAUREL ANYTHING BUT THE FOREMOST PLACE I COULD NOT CONCEIVE FOR MYSELF,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk002\481-123719-0008.wav
1116-137572-0055,HOPING TO KEEP THEIR MARRIAGE UNCHANGED IN ITS FIRST STAGE OF PROMISE IF BOTH HUSBAND AND WIFE ACCEPT MATURING RESPONSIBILITIES AS THEY COME THEIR MARRIAGE RELATIONSHIP WILL KEEP PACE WITH THEIR OWN DEVELOPMENT AND WILL THEREFORE BECOME INCREASINGLY SATISFYING TO THEM,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk004\1116-137572-0055.wav
5652-19215-0017,IT IS TRUE THAT HE OVERWHELMED HER WITH GALLANT COMPLIMENTS AND PRESENTS WHILE JEAN VALJEAN WAS BUILDING UP FOR COSETTE A NORMAL SITUATION IN SOCIETY AND AN UNASSAILABLE STATUS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk013\5652-19215-0017.wav
3214-167602-0030,THANKED HIM WITH THE WHOLE EXPRESSION OF HER FACE RADIANT WITH GRATITUDE AND TENDERNESS SHE COULD NOT BELIEVE THAT THERE WAS NOTHING TO THANK HIM FOR ON THE CONTRARY IT SEEMED TO HER CERTAIN THAT HAD HE NOT BEEN THERE SHE WOULD HAVE PERISHED AT THE HANDS OF THE MUTINEERS AND OF THE FRENCH,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk005\3214-167602-0030.wav
6019-3185-0003,AS IN FACT ALREADY AND MORE THAN ONCE IN CONNECTION WITH THESE VERY EVENTS THIS LESSON HAS OBTAINED THE EFFECTUAL ATTENTION OF CHRISTIAN KINGS AND PRINCES ASSEMBLED IN CONGRESS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk016\6019-3185-0003.wav
6454-93938-0034,INTENDING TO RIDE UP AND RUN INTO MY CAR FOR I KNEW THAT THE PAPERS IN MY HAND WOULD BE TAKEN TO BE THE WANTED LETTERS AND THAT IF I COULD ONLY GET INSIDE THE CAR EVEN FOR A MOMENT THE SUSPICION WOULD BE THAT I HAD BEEN ABLE TO HIDE THEM,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk007\6454-93938-0034.wav
4397-15666-0006,WERE MARSHALING THEMSELVES ALONG THE MOUNTAIN TOPS AND SENDING OUT LONG OVERLAPPING WINGS ACROSS THE VALLEY AND EVEN WHERE NO CLOUD WAS VISIBLE AN OBSCURING FILM ABSORBED THE SUNLIGHT GIVING RISE TO A COLD BLUISH DARKNESS NEVERTHELESS,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk011\4397-15666-0006.wav
298-126791-0038,AND HAVING GAINED THE ROOM WHERE THE LATTER CONDUCTED HER WEPT IN SILENCE ON THE SHOULDER OF THE OBSERVANT AND SOOTHING GIRL UNTIL FRANCES THOUGHT HER TEARS EXCEEDED THE EMOTION NATURAL TO THE OCCASION,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk008\298-126791-0038.wav
4267-287369-0007,IF WE HAVE TO WALK ALL THE WAY THIS CONTINGENCY CAUSED TOM SOME UNEASINESS HE DID NOT LIKE TO THINK THAT THE UNSCRUPULOUS MEN MIGHT DAMAGE THE RED CLOUD,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk010\4267-287369-0007.wav
125-121342-0031,NONE I'VE NO MORE VIRTUE TO LOSE JUST AS A COOLING POT GIVES OFF HEAT SO ALL THROUGH YOUTH AND ADOLESCENCE WE GIVE OFF CALORIES OF VIRTUE THAT'S WHAT'S CALLED INGENUOUSNESS QUESTION AN INTERESTING IDEA,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk017\125-121342-0031.wav
5789-70653-0027,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk012\5789-70653-0027.wav
298-126791-0052,MY SWORD ARM IS NOT IN THE BEST CONDITION AND ROANOKE HAS BUT A SHAMBLING GAIT THIS MORNING BESIDES THERE IS ANOTHER REASON I COULD MENTION IF IT WERE NOT THAT MISS WHARTON WOULD NEVER FORGIVE ME,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk008\298-126791-0052.wav
1246-124550-0023,DID NOT KEEP HER FROM BEING PROUD OF THEM FROM DEFENDING THEM IN IMAGINARY CONVERSATIONS WITH KENNICOTT WHO GRUNTED SHE COULD HEAR HIS VOICE THEY'RE SIMPLY A BUNCH OF WILD IMPRACTICAL THEORISTS SITTIN ROUND CHEWING THE RAG AND,C:\Users\hp\Downloads\1657\p2-gabexa-proj2\code\data\spk003\1246-124550-0023.wav
